0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.269686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287004,0,0,0,0,0,0,0,0,0,-0.151825,0,-0.19841,0.11988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0657297,0,0,0,0,0,0,0,0,0,0,0,-0.0978018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,-0.0216954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.210629,0,0,-0.207326,0.0106264,0,0,0,0,0,-0.219737,0,0,0,0,0,0,0,0,0,0.221985,0,0,0,0,0,-0.0204933,-0.280044,0,0,0,0,0,0,0,0,0,0.0884216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.114488,0,0,0,0.229683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152144,0,0,0,0,0,0,0,0,0.198688,0,0,-0.0248564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28095,-0.0377291,0,0,0,0,0,0,0,0,-0.273186,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.236415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298498,0,0,0,-0.141908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0876708,0.0621886,0,0,0,0,0.139806,0.00503781,0,0,0,0,0,0,-0.216481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.153424,0,0,0,0,0,0,-0.200174,0,0,-0.0396663,0,0,0,0,0,0,0.0808861
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778914,0,0,0,0,0,0,-0.223673,0,0,0,0,0.212798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0313475,0.213505,0,0,0,0,0,0,0,0,0,-0.222496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169963,0,-0.257808,0,0,0,0,0,0,0,0,0,0,0,0,-0.141129,0,0,0,0,0.0397582,0,0,0,0,0,0
0,0,0,-0.165745,0,0,0.0165818,0.107912,0,0,0,0,0,0,0,-0.049002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.253508,0,0,0,0.21149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155618,0,0.167159,0,0,0,0,0,0,0,0,0,0,-0.259429,0,0,0,0,0,0,0,0,0,0,0,0.0192553,-0.132147,0,0,0,0.1114,0,0,0
0,0,0,0,0.150916,0,0.232045,0,0,0,0,0,0,0,0,0,-0.162666,0,0,0,-0.251223,0,0,0,0,0,0,0,0,0,0,0,0,-0.190238,0,0,0.107382,0,0,0,0.199515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271527,-0.169223,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.221181,0,0,0,0,0,0,0,0.014885,0,0,0,0,0,0,0,0.07545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.272936,0,0,0.198708,0,-0.113986,0,0,0,-0.225637,0,0,0,0,0,0,0,0,0,0,0,0,-0.0605417,0,0,0,0,0,0.0170063,0,0,0,0,0,0,0,0,0.268597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243011
0,0,0,-0.0251213,0,0,0,0,0,0,0,0,0,-0.224089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0160043,0,0,0,0,0,0,0,-0.0884877,0,0.270104,0,0,0,-0.223451,0,0,0,0,0,0,-0.146606,0,0,0,0,0,-0.274583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0696977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.134268,0,0,0,0,0,0.0414208,0,0,0,0,0,0,0,0,0,0.00943022,0,0,0,0,0,0,0,0,0,0,0,0,0.137152,0,0,0,0,0,0,0.170943,0,0,-0.11556,0,0.138041,0,0,0,0,0,0,0,0,0,0,0,0,-0.118861,0,0,0,0.251385,0,0,0,0.0751621,0,0,0,0,0
