0.0191914,0,0,0,0,0,0,0,0,0,-0.095807,0,0,0,0,-0.0806715,0,0,0,0,-0.0670553,0,0,0,0,0,0,0.0647448,0,0,0,0,0,0,0,0,-0.0362916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0734408,0,0,0,0,-0.0655936,0,0,0,0,0,-0.0931451,0,-0.088079,0.0773426,0,0,0,0,0,-0.0956405,0,0,0,0,0,0,0.0907674,0,0,0,0.0193166,0,0,0,0,0,0,0,0,0,0,0.0369197,0,0
0,0,0.069739,0,0,0.0597528,0,0,0,0,0,0,0,-0.0784491,0,0,0,0,0,0,0,0,0,0,-0.0571461,0,0.0523284,0,0,0,0,0.0352881,0,0,0.0945979,-0.0666748,0,0,0,0.0220197,0,0,0,0,0,0,0,0,0,0,-0.0756748,0.0976842,0,0,0,0,0,0,0,0,0,0,0,0,-0.0516023,-0.0895033,0,0,-0.0555616,0.0654428,0,0,0,0,0,0.0310204,0,0,0,0.062637,0,-0.00733948,0.0384646,-0.0822967,-0.0782909,0,0,-0.0289571,0,0.0796765,0,0.0951576,0,0,0,0,0,0,-0.0319482,0.0617583
0,0,-0.0339947,-0.0660587,0,0,0,0,0,0,0,-0.00172563,0,0,0,0,-0.069641,0,0,0,0,0,0,0,0,0,0.0494186,0,-0.0165354,0,0.0315438,0,0.0520814,0,-0.0831695,0.0765538,0,0.0749522,0,0,-0.0208187,0,-0.00906139,-0.0997947,0,-0.0665655,0,0,0,-0.0511447,0,0,0,0,0,0,-0.0441768,0,0,0.0789912,0,0,0,0,0,0,0.0829241,0,0,0,0.0476328,0.0125016,0,0,0,0.061696,0,0,0,0,0,0,-0.0569025,0,0,0,0,0,0,0,0,0,0,0,0,-0.062875,0,0,0,0
-0.00531742,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0158245,0,0,0,0,0,0,0.0125646,0,0,0,0,-0.0450052,0,0.0238927,0,0,0,0,0.0906593,0,0,0,0,0.0955777,0,0,0,0,0,0.0288736,0,0,0.0882188,0,0,0,0,0,0.00484574,0,0,0,0,0,0,-0.0375794,0,0,0,0,0,0,0,0.0131718,0,0.089789,0,0,0.0243052,0,0,-0.0142516,0,0,0,0,0.0363414,0,0,0,0,0,0,0.0660872,0,0,0,0,0,0,0,0,0,0,0
0,0,0.000610103,0,-0.0595179,0,0,0,0.0597593,0,0,0,0,0,0,-0.0909442,0.0383177,-0.00956512,0,0,0,0,-0.0474459,0.0288151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0398096,0,0.0234456,0,-0.00721416,0,-0.00879059,-0.00136484,0,0,0,0,0,0,0,0,0,0,-0.0259293,-0.00281824,0,0,0,-0.067473,0,0.0750574,0.0302078,0,0,0,0,0,0,0,0.0375563,0,0,0,0,0,0.0606703,0,0,0,0,0,0,-0.0256696,0,0.0449843,0,0,0,0,0,0,0.0441439,0
0,0,0,0,-0.0231072,0,0,0,0,0,0,0,-0.0910506,0,-0.0986374,0.0542226,0,0,0,0,0.0894762,0,0,0,0.0079594,0,0,0,0.0457137,0,0,0,0,-0.060328,0,0,0,0,0,0.0877182,0,0,0,0,-0.0469012,0,0.0490899,0,-0.0941577,0,0,0,0,-0.0318037,0,0,0.0337986,0,0,0,0,0,0.0134659,-0.0806531,0,0,0,0,0,0,0.0242215,0,0,0,0,0,0,0,0,0,0,-0.019871,0,0,0,0.0239407,0,0,0,-0.0450534,-0.0298469,0.0766812,0.0251646,0,0,-0.0382227,0,-0.0641049,0.0740324,0
0,0,0,0,0,-0.0882677,0,0,0.0101885,0.046704,0,0,0,0,0,-0.0872158,0.0973084,0,0,-0.0655216,0,0,0,0,0.0367066,0,0,0,0,0,0,0,-0.0830833,0.0244539,0,0,-0.0837069,0,0,0,0,0,-0.0128286,0,0,0,0,0,0,0,0,0,0,0.0320163,-0.0897348,0.043389,0,0,0,0,0,0,0.00289307,0,0,0,-0.0824352,0.0995386,0,0,-0.0229395,0,0,0.00959635,0,0,0,0,0.000897857,0,0.0376894,0,0,0,0,-0.0534558,0,0,0,-0.0721977,0,0,0,0,0,0,0,0,-0.0559969,0
0,0,0,0,0,0,0.0975809,0,-0.0321694,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0991559,0,0,0,0,0,0,0,0,0,0,0,-0.0948153,0,0,0,0.0386409,0,0,0,0,0,0,0,0,0,0.097785,0,-0.0233675,0,0,0,0,0,0,0,0,0,-0.0782913,0,0,0,0,0,-0.0507407,0,-0.0166966,0,0,0,0.0491849,0,0,0.0271665,-0.057338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00824108,0,0
0.00829773,0,0,-0.0556168,0,0,-0.0438834,0,0,0,0,-0.0162406,0,0.0506335,0,0,0,0,-0.0921097,0,0,-0.0729418,0,0,0,0,-0.0975164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00180324,0,0,0,0.0188681,0,0,0,0.0063785,0,0,0,0,-0.0759756,0,0,0,0,0,0,-0.0344189,0,0.0187574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0334063,0,0,0,0,0,0,0,0,0,-0.0908914,-0.0689141,0
-0.0203613,0,0,0,0,0,0,0,0,0,0,0,0.0979665,0,0,-0.0381165,0.049574,0,-0.0194497,0,0,0,0,0,0,0,0.093323,0,0,0,0.00568703,0,0,0,0,0,0,0,0,0.0190156,0,0,0,0.029605,0,0,-0.0705268,0,0,0.0265659,0,0,-0.0309523,0,0,0.0298826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0136508,0,-0.0479795,0,0,-0.075094,0,0,-0.0720995,0,0,0,0.0141004,-0.0987754,0.0177658,0,0,0,0,0,0,0,0.0893467,0.0383233,0,0,0,0,0,-0.0600754
